Ingredient,Vector
coriander,"[-0.06989095, 0.071617655, -0.11338081, 0.005966841, -0.11800129, -0.07524836, -0.13070765, 0.07077433, 0.10201479, 0.08032745, 0.032604184, 0.06451177, 0.1200417, -0.07297966, 0.060920853, 0.0967179, -0.034252007, 0.07781198, 0.07761259, 0.13969806, -0.023126125, 0.06551817, -0.12059393, 0.030588344, -0.018529523, 0.1279716, -0.07376795, -0.06284863, -0.14477098, -0.039425727, 0.06835858, 0.09041087, -0.013562437, 0.070452794, 0.049042225, -0.016668307, -0.071137674, -0.022179581, -0.17022376, -0.044595964, 0.12123224, -0.07900387, -0.14805901, -0.09492799, -0.045731675, -0.13163483, -0.034567695, -0.025982311, 0.12927479, -0.050617274, -0.20493715, -0.04069756, 0.0512077, -0.12512097, 0.13734739, 0.034681585, 0.0047827484, -0.12634139, 0.032775626, -0.093027405, 0.117029816, 0.014299515, 0.04315366, -0.09154001, -0.039684016, -0.14806111, 0.012235502, 0.014835464, 0.04650589, -0.022149669, -0.16141343, 0.043311875, 0.08505241, 8.467747e-05, 0.06455497, 0.018631764, -0.0014740287, 0.04117865, 0.054009777, -0.033847664, 0.1601841, 0.12226836, 0.18105547, 0.1315414, -0.040279794, 0.0811112, -0.13920917, -0.0788981, 0.10192901, -0.08202949, 0.09424761, 0.05863441, -0.029731449, 0.00735441, -0.12194342, -0.1379941, 0.065490216, 0.10523201, 0.10157135, -0.07397934]"
vinegar,"[-0.025505649, -0.011074986, 0.008096367, -0.017314073, 0.107225806, 0.12116481, 0.06194943, -0.032212447, 0.04018324, 0.121672876, 0.13373052, 0.18325885, 0.12008507, -0.01057628, -0.1628831, -0.12655279, -0.023681333, -0.08404842, 0.014952903, 0.20387787, 0.092211306, -0.21738398, 0.071445026, -0.19997364, -0.006832167, 0.17955504, -0.16724621, 0.12243364, -0.1745066, -0.020493392, 0.05627889, -0.07799259, -0.12830432, 0.33267066, -0.13458784, 0.0501532, 0.0049079927, -0.2278808, -0.17624055, -0.075205974, 0.1846594, -0.030506603, 0.0033014603, 0.07617548, 0.015943615, -0.05087756, 0.087634906, -0.10728909, 0.12184944, 0.05353263, -0.10421498, 0.040374693, 0.0302975, 0.16631931, 0.020374956, 0.13975322, 0.109034084, -0.0044402084, -0.2927831, -0.25328323, -0.068608895, -0.0625285, -0.023495814, -0.04094957, -0.020818576, 0.03233951, -0.08037463, -0.2727557, -0.22414732, -0.005372512, -0.19055788, 0.16494574, 0.1910511, 0.1767569, 0.18254565, 0.13114917, 0.13124178, 0.09093403, 0.04500134, -0.09566581, 0.17693223, 0.06671844, 0.12557027, 0.013189765, -0.27164677, 0.19375648, 0.009115417, -0.054442726, 0.09638359, -0.17389353, -0.074808106, -0.19689637, -0.08939727, -0.12674579, -0.10245325, -0.110699125, -0.17697422, 0.09899641, 0.034380775, 0.035425965]"
beef,"[0.00753305, 0.043235615, -0.049336288, -0.032370195, 0.23212244, 0.15984933, 0.042274445, -0.06369507, 0.08232284, 0.016293054, 0.12752593, 0.20515333, 0.13845277, -0.0487945, -0.2029519, -0.12629394, -0.026995484, -0.04283954, 0.037701808, 0.24622536, 0.14182469, -0.13084182, 0.09169707, -0.033522487, -0.039564427, 0.10279629, -0.07373198, 0.13893695, -0.18976444, 0.046622947, 0.07463278, -0.030994602, -0.1304102, 0.30682272, -0.08760574, 0.1069923, -0.06915438, -0.18770327, 0.028384041, -0.09192831, 0.21166511, -0.07487562, 0.09316555, 0.088021554, -0.040091503, -0.11606484, 0.036616005, -0.100554645, 0.0007820922, 0.09282758, -0.0104700485, 0.11173919, 0.093178466, 0.013871302, -0.12169631, 0.107029654, -0.004416105, 0.09568136, -0.3266678, -0.096913904, -0.13233173, 0.015542358, 0.03946875, 0.10039485, -0.073607035, 0.18706611, -0.14686927, -0.19945504, -0.22135049, 0.020597612, -0.18021986, 0.12692496, 0.13192922, 0.06142677, 0.1944746, 0.15048487, 0.00095942186, 0.099157274, 0.056373157, -0.0433732, 0.1354306, 0.1430186, 0.17250632, -0.042895246, -0.06654537, 0.05993264, 0.08105977, -0.058848634, 0.08453937, -0.18845643, -0.22212686, 0.030257957, -0.06618014, -0.16427134, -0.15389574, 0.0014155381, -0.09838852, 0.10057709, 0.018134588, 0.035034627]"
cayenne,"[-0.015729962, 0.07340589, -0.08529214, -0.04252902, 0.11563633, 0.11833881, -0.026861958, -0.029855061, 0.06262409, 0.05262662, 0.18999329, 0.21797025, 0.14992872, -0.09021488, -0.085843876, -0.081990704, -0.027819777, 0.058292985, 0.14172484, 0.23224057, 0.10579509, -0.025907362, 0.09471903, 0.027762042, -0.023381285, 0.20322464, -0.036361426, 0.0981365, -0.1774236, -0.062573515, 0.09299145, -0.010704883, -0.15475905, 0.2575388, -0.06851741, 0.09506761, -0.08983841, -0.072677925, -0.074404426, -0.09226952, 0.21650691, -0.1374487, -0.022601347, -0.07740561, -0.13205363, -0.13580036, 0.032860935, -0.13759637, 0.020836525, -0.04060491, -0.037727263, 0.09433421, 0.13014154, -0.028233767, -0.02155939, 0.14987047, 0.01435438, -0.034305643, -0.17999282, -0.13094808, -0.046997238, 0.040571276, 0.059859034, -0.057030026, 0.022371387, 0.11685155, -0.16586216, -0.23920183, -0.06706134, -0.043047477, -0.21212684, 0.14750856, 0.15599325, 0.0685468, 0.15759301, 0.14312993, 0.08664821, 0.15519239, 0.13001768, -0.07584327, 0.14611854, 0.17789878, 0.20374203, 0.042843062, -0.047886018, 0.09767979, -0.0077593797, -0.13479228, 0.14478503, -0.18036123, -0.05043222, -0.0100054275, -0.104719125, -0.089066654, -0.16396707, -0.09632144, -0.027956698, 0.10650953, 0.088167205, 0.014043798]"
parsley,"[-0.09286928, 0.080319025, -0.004161072, 0.074221246, 0.06720884, 0.09852187, 0.015598577, -0.103655174, 0.17857434, -0.08933077, 0.03224272, 0.026269903, 0.16938348, -0.039992295, -0.2433858, -0.05321838, 0.027284045, -0.020341612, 0.09120803, 0.2161986, 0.05114165, -0.09267404, -0.028044108, -0.10302241, -0.020308556, 0.056766156, -0.103517026, 0.078526326, -0.07039435, 0.016068408, -0.013728757, -0.08782182, -0.08417671, 0.304573, 0.0058660377, -0.008952263, 0.04250853, 0.006405133, 0.22271147, -0.150647, 0.10909053, -0.15381831, -0.02845418, 0.07388714, 0.044312946, -0.07107566, -0.10548147, -0.19524921, -0.09105029, 0.025535943, 0.019006707, 0.025008133, -0.0091720745, 0.24869972, -0.064067885, -0.035614666, -0.07701217, 0.029384423, -0.32568774, 0.035380416, -0.13500728, -0.033660356, 0.015349751, 0.081984736, 0.023499815, 0.15879461, -0.10404622, 0.092273004, -0.026372802, 0.055080555, -0.17510761, 0.053824414, 0.07847876, 0.023293512, 0.02884794, 0.1360525, -0.076351464, 0.013918862, 0.08945876, 0.047310077, 0.07074419, 0.08855139, 0.15984307, -0.09662618, -0.08163098, -0.088341124, -0.05439956, 0.0067209955, 0.10955734, -0.15080386, -0.15983635, 0.0684865, 0.071993016, 0.056269296, -0.10289944, 0.11219284, -0.2162872, 0.14118105, 0.008521563, -0.03759564]"
wheat_bread,"[-0.051335733, 0.07901938, 0.10269815, 0.086588316, -0.02904958, 0.13287732, 0.09561989, 0.039742716, 0.09872323, 0.0031828145, -0.036653817, 0.0540524, 0.115645625, -0.08907273, -0.18467593, 0.038588736, -0.045456763, 0.052361146, 0.092270456, 0.12951627, -0.02215154, -0.1535626, 0.082721055, -0.18075666, -0.04735563, 0.056616023, -0.09901215, -0.01275219, -0.07448519, -0.043823324, 0.059530463, -0.25306746, 0.039336402, 0.19224438, 0.08707265, -0.06102255, 0.075640395, 0.06560012, 0.17252846, -0.07655729, 0.09600361, -0.10146147, -0.023889612, -0.0377678, 0.1300654, -0.04041738, 0.062450238, -0.12237002, -0.09263794, 0.037678048, -0.019388592, -0.088243924, 0.06600593, 0.21217169, 0.025518093, 0.03837302, 0.008782223, -0.0115899695, -0.27745074, -0.05555218, -0.19421044, -0.03238719, 0.07943736, -0.051062647, 0.04144591, 0.1832402, -0.083959386, -0.028047202, 0.049480475, 0.100099385, -0.08759344, -0.089829065, 0.069327675, 0.047382586, 0.08957957, 0.13941887, 0.055146832, -0.09765795, 0.084161595, -0.043133993, 0.07298917, 0.07737226, 0.09810407, 0.03363581, -0.19164048, 0.025322134, -0.0503951, -0.08938493, 0.0846375, -0.11720806, -0.22815901, -0.03141302, -0.055854086, 0.05403616, -0.06965531, 0.06763818, -0.25329518, 0.09085319, 0.030091545, 0.1267062]"
yogurt,"[0.026533991, -0.008991758, 0.13588177, 0.058083087, -0.16121492, -0.06856633, 0.07025687, 0.119047135, 0.012941842, 0.091435954, -0.16650419, -0.056093168, -0.02461552, 0.031583697, 0.05171271, 0.11280846, 0.007894302, 0.06856934, 0.0034601865, -0.003397794, -0.12527783, -0.055524033, -0.024035648, -0.16595525, 0.004661448, -0.0125244055, -0.03741317, -0.14714915, 0.026364552, -0.029271374, -0.022738848, -0.1713218, 0.14405628, -0.039154, 0.053582937, -0.1350335, 0.1407348, 0.09533182, -0.028447745, 0.012177769, -0.026515553, 0.007387006, -0.06418381, -0.053668804, 0.17135283, 0.02818634, 0.023493482, 0.031077797, 0.015674496, 0.052646074, -0.10419955, -0.18705066, 0.028203217, 0.14481999, 0.18253623, -0.06939572, 0.084673464, -0.120643884, 0.050453827, -0.025802994, -0.0253649, -0.057346813, 0.007418924, -0.105558075, -0.015425735, -0.05920698, 0.05575534, 0.020982597, 0.10087981, 0.107913435, -0.008393607, -0.13924019, 0.0035579547, -0.0040144445, -0.03271046, -0.018062066, 0.082085885, -0.13981947, 0.0074388003, -0.0958612, -0.0009234439, -0.020063408, -0.023261894, 0.11232952, -0.17487475, 0.075453654, -0.028799342, 0.028374802, -0.008140374, 0.03540909, 0.030727856, -0.0692554, 0.0019693987, 0.093601726, 0.04511663, 0.0031982781, -0.08101259, 0.0027879812, 0.0100843785, 0.13458198]"
vegetable_oil,"[-0.004911322, 0.04777557, 0.0924497, 0.1696615, -0.09649743, 0.0838153, 0.18782403, 0.09057088, 0.0037396648, 0.032452967, -0.09379462, -0.05847702, 0.011829065, -0.0955779, -0.024705667, 0.16901577, -0.01667789, 0.10151699, 0.109258525, 0.020555558, -0.13730256, -0.14315274, 0.037620045, -0.029459484, -0.19112994, 0.025041565, 0.033646367, -0.06603842, 0.04330309, -0.038269714, -0.03546644, -0.28863356, 0.13605908, 0.0049840375, 0.1750667, -0.13954388, 0.09241383, 0.24687916, 0.22165175, -0.037829176, -0.0071152975, -0.110556506, 0.0015545699, -0.11832202, 0.07127302, 0.026572596, 0.18445666, -0.10535394, -0.05427593, -0.097439714, -0.014172677, -0.13838176, 0.06255038, 0.22667699, 0.11763873, 0.09356971, 0.037721843, -0.078053065, -0.065601386, -0.036597624, -0.15686992, 0.000441608, 0.04861679, -0.24286737, 0.11342389, 0.17687625, 0.009851566, -0.0010772495, 0.120279044, 0.040446203, 0.020102186, -0.13922244, 0.026131198, 0.0077368002, 0.06459856, 0.06157317, 0.0871236, -0.10525889, 0.07218796, -0.15513921, 0.011160485, -0.055126235, 0.013253579, 0.1456387, -0.0313362, -0.035353336, -0.02982722, -0.051487356, 0.0991095, -0.0038055838, -0.28487244, -0.11583083, -0.17652148, 0.16168286, 0.08408048, 0.105792925, -0.20874874, 0.012060416, -0.002759886, 0.1745859]"
egg,"[0.11553374, 0.02111885, 0.40804297, 0.15650435, -0.10516375, 0.07727599, 0.10818033, 0.1558059, -0.021521391, -0.07771259, -0.31508344, -0.07268978, -0.049743228, -0.10749699, -0.006961803, 0.103497475, -0.043683868, 0.11531599, 0.043519557, -0.03308503, -0.13368279, -0.10135441, 0.29766157, -0.3462653, -0.060904168, -0.07449517, 0.005855034, -0.19096711, 0.020153243, 0.039171558, -0.013271248, -0.62275606, 0.20694333, -0.13887139, 0.2692951, -0.21288341, 0.3682638, 0.33346787, 0.36786067, 0.09756042, -0.077487975, 0.016284434, 0.083684176, -0.020838434, 0.21502745, 0.10386411, 0.1525623, -0.07829081, -0.22507416, -0.043575317, 0.19573177, -0.21745108, 0.15067881, 0.34819543, -0.04136711, -0.009548383, 0.045922868, -0.04721072, -0.047202554, 0.18353863, -0.33381096, -0.09232536, -0.007881287, -0.15130296, 0.24227744, 0.107737646, -0.07953354, 0.029117018, 0.13135916, 0.13817218, 0.1331119, -0.32299113, -0.059080217, -0.19969493, -0.039757013, -0.005973346, 0.007977807, -0.32748497, 0.010670334, -0.09199939, -0.058766995, 0.012923749, -0.056727804, -0.03489012, -0.2800161, 0.019172493, 0.004839663, 0.03533908, 0.027379153, 0.023430085, -0.3434681, -0.07510527, -0.10549606, 0.102388225, 0.037819263, 0.20933582, -0.30359298, 0.010683015, -0.017510263, 0.32916617]"
butter,"[0.007845378, -0.07368846, 0.20984654, -0.03046771, -0.042169686, -0.010061398, 0.062055614, 0.0385736, -0.08017241, 0.0148581425, -0.16506785, -0.07054165, -0.06404817, 0.013123123, -0.07187377, 0.068999395, 0.043917965, -0.028148966, -0.041350007, -0.053802554, -0.06798361, -0.12300598, 0.08542347, -0.25929913, -0.0510998, -0.0769009, 0.041417204, -0.108823314, 0.055906475, 0.026819127, -0.05953404, -0.3439489, 0.10793781, -0.02164068, 0.026610121, -0.093691416, 0.23967683, 0.043516442, 0.113314874, 0.06800155, -0.094646834, 0.074193016, 0.054704126, 0.07906682, 0.19473724, 0.06429273, 0.015545465, 0.042850673, -0.008057828, 0.14253327, 0.034036726, -0.13667986, 0.051806286, 0.2777992, -0.066491306, -0.038448088, 0.009700423, -0.046263535, -0.17125978, 0.045265242, -0.28475606, -0.11892286, 0.0642271, 0.0244837, -0.0097283935, 0.107451454, 0.027307631, -0.061457884, 0.020245861, 0.16482198, 0.083451375, -0.19338982, -0.0712083, 0.0746062, -0.09427539, -0.04573036, 0.027033286, -0.18781884, -0.082623035, -0.076066226, -0.08419193, -0.020459324, -0.072842814, -0.063184544, -0.27100363, 0.026623212, 0.048017003, 0.070169985, -0.07448025, 0.02638269, -0.16793942, -0.020895757, 0.020425674, 0.005221505, 0.022827594, 0.04726076, -0.24746755, -0.057741303, -0.06300733, 0.20492204]"
pepper,"[-0.06573044, 0.059020095, -0.058692083, -0.019847559, 0.026481126, 0.028101025, -0.10247173, -0.04088113, 0.107979804, 0.021221539, 0.062061995, 0.12251789, 0.18668346, -0.043861616, -0.09877109, -0.03119984, 0.043038122, -0.030908111, 0.064674705, 0.20386814, 0.08473436, -0.0063084927, -0.068576284, -0.05818303, 0.009490254, 0.12760305, -0.045547944, -0.002599258, -0.19392182, 0.030854665, 0.06564305, -0.0056002196, -0.037531663, 0.24426395, -0.07870728, 0.0788592, -0.06568438, -0.111781426, -0.088487074, -0.10602677, 0.1808031, -0.09940426, -0.023737608, 0.03174794, -0.0030969495, -0.14656973, -0.057676703, -0.084282026, 0.069806285, 0.029270332, -0.07509826, 0.03381727, 0.0053197066, -0.019898273, 0.008889227, 0.032169834, 0.004871376, 0.05872852, -0.22150122, -0.037314173, -0.005579618, 0.017623965, 0.00803512, 0.048301697, -0.06587024, -0.021187771, -0.05553225, -0.01578622, -0.07916516, -0.033688996, -0.18367213, 0.08336927, 0.120583326, 0.041411538, 0.08714543, 0.10343162, -0.039498463, 0.057724267, 0.0690209, 0.05467694, 0.15119065, 0.1539775, 0.20280674, -0.024418788, -0.08863114, 0.073687345, -0.053767785, -0.03849901, 0.10585077, -0.13819316, -0.0012789944, 0.06468851, -1.4448787e-05, -0.07610004, -0.16809419, -0.035580683, -0.068418905, 0.14451908, 0.041368924, -0.027903462]"
cardamom,"[0.022094538, -0.06153077, 0.12578848, -0.03381682, -0.17440496, -0.060681473, 0.06207701, 0.119356245, -0.061679065, 0.13196485, -0.18572295, -0.029662896, -0.050647918, 0.020942463, 0.05659377, 0.12872237, -0.054507352, 0.019866591, -0.0690577, -0.07299933, -0.14873396, -0.035316214, 0.02599834, -0.1265788, -0.04359357, -0.025447246, -0.014344809, -0.183176, 0.019033499, -0.057271637, -0.005288688, -0.115232065, 0.15182361, -0.11377023, 0.050180946, -0.09167568, 0.16195881, 0.027338766, -0.06315838, 0.06333706, -0.05260593, 0.07659849, -0.06829668, -0.0680722, 0.13469884, -0.010578947, 0.06891849, 0.10583688, 7.713579e-05, 0.11999861, -0.11907389, -0.13708891, 0.035033215, 0.052014347, 0.104362726, -0.005418434, 0.12743075, -0.13084738, 0.08134234, -0.036140267, -0.072704606, -0.11585119, 0.03846154, -0.06407084, -0.013629337, -0.031369206, 0.07536295, -0.07433406, 0.07364709, 0.11574288, 0.05189557, -0.14530115, -0.051132392, 0.08522938, -0.046227783, -0.06636791, 0.09391583, -0.13655956, -0.057178687, -0.10461766, -0.042890042, -0.03182371, -0.05907037, 0.10012031, -0.1481959, 0.12776434, -0.0409009, 0.033248346, -0.06210175, 0.070896775, 0.027175296, -0.07879777, -0.01012892, 0.025396936, 0.02470604, -0.025165604, -0.022309825, -0.04361026, 0.020896906, 0.13228248]"
cottage_cheese,"[-0.053616438, 0.12964734, 0.20068797, 0.10168454, 0.01610831, 0.18885408, 0.22722849, -0.049112894, 0.09707007, -0.11719921, -0.069633156, 0.00529734, 0.10094375, -0.082347795, -0.24858665, -0.0042145858, 0.050701004, 0.11359305, 0.1464555, 0.118218936, -0.0150589645, -0.15363914, 0.10425447, -0.25699925, -0.04425179, 0.030411117, -0.06644323, 0.019780258, -0.009159624, -0.012355375, 0.052741885, -0.5421848, 0.06304964, 0.23142886, 0.10616928, -0.07702288, 0.16584332, 0.1762084, 0.34762615, -0.06469426, 0.035258975, -0.0825875, 0.035235956, -0.030443221, 0.17007735, -0.009671914, 0.0864556, -0.12813862, -0.20068158, 0.06530267, 0.08803509, -0.16025946, 0.13056117, 0.34159017, -0.09704787, -0.004195206, -0.078471705, 0.018498864, -0.41430777, -0.013955314, -0.39830586, -0.02134282, 0.21884787, -0.0063407486, 0.07046781, 0.30710542, -0.15260515, -0.022428041, 0.057453144, 0.20101207, -0.09263854, -0.16698875, 0.060531832, 0.044766687, 0.021190269, 0.14402355, 0.030528877, -0.17649013, 0.067276016, -0.041700497, 0.01180853, 0.09387223, 0.07704872, -0.07102769, -0.30116642, -0.072689846, -0.050304174, -0.0518598, 0.106145166, -0.08137047, -0.32261002, 0.0041916473, -0.08247257, 0.13309261, -0.057357598, 0.16659977, -0.44523844, 0.07138454, 0.013544444, 0.23273097]"
brassica,"[-0.15921289, 0.18501477, -0.047992714, 0.103010476, -0.045799676, 0.132373, 0.008928094, 0.0356345, 0.21172339, 0.03521537, 0.00932251, 0.16152269, 0.23538665, -0.16233869, -0.11944799, 0.04113415, -0.07685521, 0.092867926, 0.16625117, 0.22748512, -0.027853342, -0.039170653, 0.00041794562, -0.00417908, -0.05546961, 0.16530302, -0.153509, -0.012634055, -0.16732672, -0.054892577, 0.13983749, 0.034881562, -0.021224907, 0.20041643, 0.07895202, 0.019126488, -0.020393435, 0.062345594, 0.13953215, -0.2188501, 0.19670027, -0.22306362, -0.13833295, -0.09007786, -0.018829398, -0.1899985, 0.023748295, -0.20615868, -0.07804981, 0.03929298, -0.072549686, 0.017017001, 0.008209523, 0.021593481, 0.076704755, 0.07822961, 0.015694464, -0.015128263, -0.09340731, -0.11815838, -0.06534592, -0.01229682, 0.06450679, -0.017228628, 0.09015913, 0.08915599, -0.15234898, 0.021726677, 0.094918765, 0.038832083, -0.23462719, 0.030040622, 0.16024168, 0.020448554, 0.183565, 0.17322229, 0.029715443, 0.0022113496, 0.20426656, -0.0011267202, 0.19575772, 0.18037133, 0.23521182, 0.08228203, 0.009191105, 0.007254104, -0.12816165, -0.14097348, 0.20773153, -0.18940894, -0.07474059, 0.016452052, -0.054208826, 0.097418, -0.1777521, 0.08607303, -0.043817446, 0.19822653, 0.12639736, -0.057950586]"
olive_oil,"[-0.18313289, 0.20635732, -0.017021732, 0.07855035, 0.04380278, 0.13534707, 0.039499827, -0.057239126, 0.2804102, -0.070702665, 0.051259935, 0.14950861, 0.26321965, -0.06916953, -0.23671189, -0.042605113, -0.020834351, 0.05648428, 0.17840561, 0.29656982, 0.03637199, -0.20330976, -0.06632863, -0.23734103, -0.009123119, 0.13204478, -0.24375749, 0.07977512, -0.2142278, -0.012128993, 0.11671175, -0.22654516, -0.07426682, 0.39663598, 0.07064727, -0.0025218872, -0.00965789, -0.018419687, 0.120549574, -0.187675, 0.21891119, -0.18760522, -0.07143912, -0.008240771, 0.07342525, -0.15537217, -0.051822107, -0.22084661, -0.10170909, 0.079993464, -0.11626921, -0.014541697, 0.06670654, 0.24837889, 0.03599804, -0.027171563, -0.057463687, -0.022767447, -0.44887158, -0.14980468, -0.16103193, -0.0035189863, 0.101733476, 0.057350893, 0.057819422, 0.06781813, -0.15760086, 0.025944566, 0.023971882, 0.08524851, -0.26724368, 0.043391068, 0.25949696, 0.06841801, 0.115342, 0.228131, -0.040891312, -0.0021346237, 0.15331963, 0.0802458, 0.19652879, 0.19134444, 0.24286686, 0.011516565, -0.22166486, -0.040625494, -0.10013885, -0.09258676, 0.16790992, -0.24417566, -0.090187356, 0.03858588, 0.07003274, 0.08875016, -0.13770165, 0.10209871, -0.34608704, 0.20710883, 0.11095825, 0.037303016]"
wheat,"[0.014827231, -0.09322963, 0.4076913, 0.04789698, -0.116337016, 0.13048834, 0.20163241, 0.09277872, -0.060376845, 0.13220547, -0.28851652, 0.0013264783, -0.110786945, 0.03380869, -0.19847408, 0.07818142, -0.0015278882, 0.020638507, 0.013291465, -0.07248826, -0.13130116, -0.25365454, 0.11289653, -0.43579856, -0.23723997, -0.01925318, -0.0023706593, -0.23730613, -0.053626206, -0.06523932, 0.024100792, -0.5629597, 0.23099443, -0.013294068, 0.09341605, -0.19418682, 0.37672, 0.014681746, 0.12649146, 0.03177657, -0.033575207, 0.04423776, 0.06524416, 0.02954324, 0.33345032, -0.013591128, 0.10117507, 0.031854957, -0.034839205, 0.22410285, -0.056322243, -0.20115398, 0.09382727, 0.39724308, -0.0074417097, 0.07157106, 0.20933521, -0.13784441, -0.30805078, 0.028662674, -0.4033405, -0.26587117, 0.16186136, -0.07528464, 0.06615551, 0.20353006, -0.03781302, -0.20666428, -0.0445516, 0.23904982, 0.10076498, -0.3326991, -0.022916516, 0.31523874, -0.007585785, 0.05167481, 0.09612254, -0.26167133, -0.057343226, -0.26466638, -0.03757317, -0.0065123183, -0.030190608, -0.04166504, -0.42651305, 0.19610992, 0.010933234, 0.0048586037, -0.02605353, 0.014647205, -0.331744, -0.18775202, -0.07468143, -0.002545685, -0.033374447, 0.11006507, -0.45836377, -0.06568617, 0.021814443, 0.37306195]"
rice,"[-0.03826903, 0.0949692, -0.03140747, 0.017110432, -0.09252763, 0.051713593, -0.03842737, 0.049824093, 0.06365092, 0.034079768, 0.002993518, 0.038575593, 0.12558582, -0.07064781, 0.018947769, 0.09768566, -0.00029549288, 0.05419967, 0.099781424, 0.13331348, -0.058509666, 0.04532716, -0.005487289, 0.17186022, -0.0444906, 0.07896585, 0.020365767, -0.070153065, -0.076369874, -0.007921658, 0.035448756, 0.13735074, 0.011693458, 0.057981815, 0.048204146, -0.014788437, -0.042280685, 0.047009222, 0.019256005, -0.06800516, 0.048452042, -0.105355516, -0.06668556, -0.08706644, -0.0846238, -0.06338771, 0.015332627, -0.11824947, 0.008477688, -0.06892323, 0.011532623, 0.03562107, 0.019171085, -0.059155185, 0.061061285, 0.039388444, 0.01768161, -0.03275582, 0.094963424, -0.013276944, -0.01484991, 0.03936392, 0.004150897, -0.067896426, 0.08157805, 0.0063929157, -0.048508234, 0.032580737, 0.11746108, -0.07832462, -0.08490859, -0.03925032, 0.062805414, 0.012829158, 0.07415443, 0.066254325, -0.027942993, -0.04769081, 0.09091729, -0.016832234, 0.06314938, 0.07235376, 0.12971766, 0.067008965, 0.1910056, -0.0056756544, -0.054067854, -0.068820246, 0.0734283, -0.061994597, -0.04094419, 0.00088059535, -0.040828213, 0.056344006, -0.06737094, -0.0040514944, 0.066226475, 0.06960204, 0.05857011, -0.020633437]"
leek,"[-0.22755067, 0.2696091, -0.034025203, 0.14018929, -0.041732907, 0.18861072, -0.07134147, 0.010647006, 0.29293168, -0.116312034, -0.03679451, 0.12191105, 0.2935382, -0.24306476, -0.19423589, 0.0700885, -0.0658266, 0.05755164, 0.21886712, 0.260855, -0.06899322, 0.025009722, -0.06722854, 0.015591844, -0.082213454, 0.10349427, -0.12428614, 0.019882284, -0.15596043, 0.007117744, 0.13007393, -0.05419759, -0.051154055, 0.23650631, 0.1580382, -0.0407374, 0.011668815, 0.08505371, 0.2668294, -0.29262072, 0.14856774, -0.29563293, -0.13957274, -0.0704358, -0.0009678123, -0.1803926, -0.06001849, -0.31943792, -0.14068565, 0.005999883, 0.053074725, 0.07534865, -0.041323505, 0.094223134, 0.016581904, 0.017098801, -0.112189196, 0.011455811, -0.22286776, -0.04061267, -0.10427129, 0.0677404, 0.019080244, 0.053882558, 0.1602477, 0.1065694, -0.20242763, 0.22558433, 0.23865767, 0.037673015, -0.23283973, -0.006823094, 0.14604439, -0.040281717, 0.18933254, 0.15818375, -0.13818797, -0.0390826, 0.25603053, 0.10045565, 0.15994309, 0.18631738, 0.27407318, 0.0054109185, 0.0501192, -0.16233554, -0.16135655, -0.15155715, 0.19768925, -0.22277197, -0.14298321, 0.10894433, 0.008670696, 0.20299824, -0.15944484, 0.13733977, -0.122980766, 0.25328526, 0.15330932, -0.10152729]"
honey,"[0.0056211418, -0.029998166, 0.07077753, -0.00083306746, -0.15494667, -0.047120187, 0.11948265, 0.08967832, -0.06217885, 0.20235649, -0.14808084, 0.049410187, -0.024748981, 0.026294772, 0.10452933, 0.09839113, -0.09127824, 0.028580809, -0.058731325, -0.050349493, -0.11147466, -0.112177685, 0.13420184, -0.07453037, -0.06489522, 0.01847136, -0.026538264, -0.16143514, 0.008205276, -0.07998262, -0.0006824431, 0.0057604443, 0.20160867, -0.100130655, -0.025878636, -0.096763864, 0.082166426, 0.07105163, -0.14976032, 0.018268166, 0.029669918, 0.040173754, -0.051866863, 0.011008969, 0.09195805, -0.008525317, 0.12410582, 0.06648697, -0.027338529, 0.14395787, -0.15280701, -0.12317504, 0.07419371, 0.01448722, 0.1475268, 0.07320264, 0.2039034, -0.12286314, 0.12370697, -0.05761814, 0.03991393, -0.17224148, 0.022553056, -0.09033937, -0.016610492, -0.07125107, 0.023064332, -0.1672008, -0.02623383, 0.11165069, 0.0021326186, -0.083068825, 0.033270936, 0.14444181, -0.01340754, -0.064087726, 0.17132483, -0.07150807, -0.022330504, -0.11090917, 0.031996664, -0.002423693, -0.0352498, 0.07151271, -0.09469623, 0.23715629, -0.013577494, 0.0137292445, -0.00094634685, -0.00042462666, 0.07634888, -0.18692416, -0.048268277, -0.050892323, -0.009126925, 0.028501589, 0.070007876, -0.01024593, 0.013195727, 0.061876643]"
